domain_len,sld_len,subdomain_len,label_count,max_label_len,avg_label_len,total_label_ratio,per_label_ratio,digit_ratio,upper_ratio,hyphen_ratio,alpha_ratio,sld_digit_ratio,sld_alpha_ratio,entropy_full,entropy_sld,entropy_subdomain,bigram_entropy_sld,trigram_entropy_sld,bigram_entropy_full,consonant_vowel_ratio,longest_consonant_run,has_meaningful_word,unique_char_ratio,is_common_tld,is_suspicious_tld,tld_len,has_subdomain,subdomain_count,has_digits,numeric_percentage
10.0,6.0,0.0,2.0,6.0,4.5,0.039525691699604744,0.09523809523809523,0.6666666665925925,0.0,0.0,0.3333333332962963,0.9999999998333333,0.0,2.94770277922009,2.2516291673878226,0.0,2.321928094887362,2.0,3.0,0.0,0.0,0.0,0.8333333331944445,1.0,0.0,3.0,0.0,0.0,1.0,0.59999999994
18.0,14.0,0.0,2.0,14.0,8.5,0.07114624505928854,0.2222222222222222,0.0,0.0,0.0,0.9999999999411765,0.0,0.9999999999285715,3.29277019393699,2.8423709931771084,0.0,3.7004397181410926,3.584962500721156,4.0,0.9999999998571428,2.0,0.0,0.571428571387755,1.0,0.0,3.0,0.0,0.0,0.0,0.0
14.0,10.0,0.0,2.0,10.0,6.5,0.05533596837944664,0.15873015873015872,0.0,0.0,0.0,0.9999999999230769,0.0,0.9999999999,3.3927474104487847,2.9219280948873623,0.0,3.169925001442312,3.0,3.584962500721156,2.3333333325555556,3.0,0.0,0.79999999992,1.0,0.0,3.0,0.0,0.0,0.0,0.0
13.0,9.0,0.0,2.0,9.0,6.0,0.05138339920948617,0.14285714285714285,0.0,0.0,0.0,0.9999999999166667,0.0,0.9999999998888889,3.2516291673878226,3.169925001442312,0.0,3.0,2.8073549220576037,3.4594316186372973,1.9999999993333333,3.0,0.0,0.9999999998888889,1.0,0.0,3.0,0.0,0.0,0.0,0.0
21.0,17.0,0.0,2.0,17.0,10.0,0.08300395256916997,0.2698412698412698,0.0,0.0,0.0,0.99999999995,0.0,0.9999999999411765,3.484183719779189,3.4992275471326924,0.0,3.875,3.906890595608519,4.037401197654112,1.8333333330277777,3.0,0.0,0.705882352899654,1.0,0.0,3.0,0.0,0.0,0.0,0.0
11.0,3.0,0.0,2.0,7.0,5.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.9999999999,0.0,0.9999999996666666,2.721928094887362,1.584962500721156,0.0,1.0,-0.0,2.94770277922009,0.49999999975,1.0,0.0,0.9999999996666666,0.0,0.0,7.0,0.0,0.0,0.0,0.0
12.0,8.0,0.0,2.0,8.0,5.5,0.04743083003952569,0.12698412698412698,0.0,0.0,0.0,0.9999999999090909,0.0,0.999999999875,3.095795255000934,2.75,0.0,2.8073549220576037,2.584962500721156,3.3219280948873626,1.6666666661111111,2.0,0.0,0.874999999890625,1.0,0.0,3.0,0.0,0.0,0.0,0.0
11.0,7.0,0.0,2.0,7.0,5.0,0.043478260869565216,0.1111111111111111,0.0,0.0,0.0,0.9999999999,0.0,0.9999999998571428,2.9219280948873623,2.521640636343318,0.0,2.584962500721156,2.321928094887362,3.169925001442312,2.49999999875,3.0,0.0,0.8571428570204082,1.0,0.0,3.0,0.0,0.0,0.0,0.0
10.0,7.0,0.0,2.0,7.0,4.5,0.039525691699604744,0.1111111111111111,0.0,0.0,0.0,0.9999999998888889,0.0,0.9999999998571428,2.725480556997868,2.521640636343318,0.0,2.584962500721156,2.321928094887362,3.0,2.49999999875,2.0,0.0,0.8571428570204082,0.0,0.0,2.0,0.0,0.0,0.0,0.0
22.0,18.0,0.0,2.0,18.0,10.5,0.08695652173913043,0.2857142857142857,0.0,0.0,0.0,0.999999999952381,0.0,0.9999999999444444,3.6897037321995474,3.4613201402110083,0.0,4.087462841250339,4.0,4.321928094887363,1.5714285712040816,3.0,0.0,0.6666666666296296,1.0,0.0,3.0,0.0,0.0,0.0,0.0
